Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008,SE_A12003_001,SE_A12003_002,SE_A12003_003,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A14006_001,SE_A06001_001,SE_A06001_002,SE_A06001_003,SE_A06001_004,SE_A06001_005
"340130089001","Block Group 1, Census Tract 89, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"008900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2377,2377,1181,285,0,0,0,786,125,1574,500,369,470,143,92,0,0,168,31,137,1195,1133,62,53864,,,,,,,,,,53864,,,,,
"340130090001","Block Group 1, Census Tract 90, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1561,1561,293,1051,0,44,0,48,125,1036,90,214,553,116,44,0,19,75,0,75,724,639,85,44439,,,,,,,,,,44439,,,,,
"340130091001","Block Group 1, Census Tract 91, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2039,2039,496,50,0,0,0,1025,468,827,524,171,132,0,0,0,0,142,0,142,766,691,75,44754,,,,,,,,,,44754,,,,,
"340130091002","Block Group 2, Census Tract 91, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1623,1623,518,471,41,22,17,416,138,1034,162,419,197,196,41,19,0,83,0,83,934,891,43,84000,,,,,,,,,,84000,,,,,
"340130092001","Block Group 1, Census Tract 92, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1176,1176,251,376,0,0,0,382,167,837,312,298,116,111,0,0,0,34,0,34,490,365,125,,,,,,,,,,,,,,,,
"340130092002","Block Group 2, Census Tract 92, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1046,1046,417,465,0,0,0,36,128,659,228,274,143,14,0,0,0,41,0,41,126,67,59,,,,,,,,,,,,,,,,
"340130092003","Block Group 3, Census Tract 92, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1181,1181,560,290,0,0,0,293,38,749,283,129,188,128,21,0,0,36,0,36,568,504,64,30147,,,,,,,,,,30147,,,,,
"340130093001","Block Group 1, Census Tract 93, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2496,2496,230,428,77,0,0,1305,456,1738,647,600,300,114,77,0,0,216,0,216,1320,1234,86,44638,,,,,,,,,,44638,,,,,
"340130093002","Block Group 2, Census Tract 93, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,2435,2435,602,1299,0,114,0,237,183,1569,459,568,291,95,156,0,0,39,0,39,1005,984,21,57557,,,,,,,,,,57557,,,,,
"340130094001","Block Group 1, Census Tract 94, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,804,804,356,53,17,37,0,208,133,728,304,168,161,82,0,13,0,0,0,0,249,249,0,,,,,,,,,,,,,,,,
"340130094002","Block Group 2, Census Tract 94, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,2855,2855,335,167,0,0,0,1724,629,2064,822,870,301,71,0,0,0,226,37,189,1388,1239,149,50362,,,,,,,,,,50362,,,,,
"340130094003","Block Group 3, Census Tract 94, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,2151,2151,646,777,0,0,0,293,435,1189,192,469,340,151,0,0,37,94,0,94,1009,1009,0,49394,,,,,,,,,,49394,,,,,
"340130095001","Block Group 1, Census Tract 95, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1057,1057,545,0,0,0,0,481,31,579,243,172,0,136,28,0,0,0,0,0,392,392,0,79005,,,,,,,,,,79005,,,,,
"340130095002","Block Group 2, Census Tract 95, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,2702,2702,518,1303,0,0,0,344,537,1705,346,780,407,168,0,4,0,298,91,207,1334,1115,219,58634,,,,,,,,,,58634,,,,,
"340130095003","Block Group 3, Census Tract 95, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1573,1573,693,247,0,0,0,421,212,969,76,85,224,308,183,29,64,29,0,29,724,663,61,113346,,,,,,,,,,113346,,,,,
"340130095004","Block Group 4, Census Tract 95, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,2464,2464,952,543,0,0,0,453,516,1373,488,385,334,166,0,0,0,137,0,137,1252,1220,32,63419,,,,,,,,,,63419,,,,,
"340130096001","Block Group 1, Census Tract 96, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1058,1058,266,575,0,0,0,56,161,805,128,279,192,206,0,0,0,101,21,80,522,351,171,60278,,,,,,,,,,60278,,,,,
"340130096002","Block Group 2, Census Tract 96, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,2300,2300,1116,228,0,0,0,854,102,1338,184,297,411,409,37,0,0,133,0,133,1059,950,109,49073,,,,,,,,,,49073,,,,,
"340130096003","Block Group 3, Census Tract 96, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,2137,2137,368,777,0,0,0,390,602,1257,274,486,262,181,54,0,0,137,23,114,748,655,93,32213,,,,,,,,,,32213,,,,,
"340130097001","Block Group 1, Census Tract 97, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1304,1304,813,80,104,13,0,148,146,957,459,338,79,63,18,0,0,98,0,98,539,512,27,47981,,,,,,,,,,47981,,,,,
"340130097002","Block Group 2, Census Tract 97, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,2644,2644,1108,129,0,0,0,1289,118,1501,807,345,254,56,39,0,0,242,0,242,1384,1193,191,51294,,,,,,,,,,51294,,,,,
"340130097003","Block Group 3, Census Tract 97, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1516,1516,242,192,0,0,0,885,197,854,409,197,108,29,111,0,0,218,0,218,728,728,0,64318,,,,,,,,,,64318,,,,,
"340130099001","Block Group 1, Census Tract 99, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,184,184,0,160,0,0,0,17,7,124,19,16,51,13,25,0,0,0,0,0,89,80,9,78906,,,,,,,,,,78906,,,,,
"340130099002","Block Group 2, Census Tract 99, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,722,722,42,635,0,0,0,0,45,526,8,256,213,49,0,0,0,0,0,0,250,250,0,40962,,,,,,,,,,40962,,,,,
"340130099003","Block Group 3, Census Tract 99, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"009900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1427,1427,0,1219,0,55,0,153,0,1126,213,626,196,67,24,0,0,0,0,0,539,539,0,69426,,,,,,,,,,69426,,,,,
"340130100001","Block Group 1, Census Tract 100, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1070,1070,184,466,0,1,0,348,71,658,102,227,178,84,67,0,0,14,0,14,609,520,89,148891,,,,,,,,,,148891,,,,,
"340130100002","Block Group 2, Census Tract 100, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1343,1343,135,918,0,46,30,80,134,1076,164,306,324,223,59,0,0,118,0,118,738,662,76,69742,,,,,,,,,,69742,,,,,
"340130100003","Block Group 3, Census Tract 100, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,739,739,25,702,0,0,0,0,12,549,42,274,136,64,16,0,17,20,0,20,401,332,69,,,,,,,,,,,,,,,,
"340130101001","Block Group 1, Census Tract 101, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,798,798,12,628,0,0,0,148,10,596,81,226,166,80,43,0,0,0,0,0,422,340,82,63854,,,,,,,,,,63854,,,,,
"340130101002","Block Group 2, Census Tract 101, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,744,744,6,598,0,0,0,11,129,463,10,225,130,62,30,6,0,53,0,53,404,395,9,106020,,,,,,,,,,106020,,,,,
"340130101003","Block Group 3, Census Tract 101, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1171,1171,0,953,36,0,0,99,83,773,78,209,283,175,23,5,0,27,0,27,605,582,23,70938,,,,,,,,,,70938,,,,,
"340130102001","Block Group 1, Census Tract 102, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1207,1207,109,959,0,40,0,59,40,1107,175,398,362,126,29,0,17,3,0,3,210,210,0,25361,,,,,,,,,,25361,,,,,
"340130102002","Block Group 2, Census Tract 102, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,563,563,23,336,0,204,0,0,0,460,58,125,109,89,79,0,0,0,0,0,378,378,0,,,,,,,,,,,,,,,,
"340130102003","Block Group 3, Census Tract 102, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1391,1391,39,1080,0,89,0,141,42,929,386,293,127,104,0,19,0,85,23,62,700,656,44,44688,,,,,,,,,,44688,,,,,
"340130102004","Block Group 4, Census Tract 102, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1468,1468,0,1007,0,0,0,36,425,967,53,361,229,142,150,32,0,152,0,152,884,774,110,114853,,,,,,,,,,114853,,,,,
"340130103001","Block Group 1, Census Tract 103, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,763,763,12,693,0,0,0,0,58,596,30,344,122,100,0,0,0,33,0,33,486,464,22,41471,,,,,,,,,,41471,,,,,
"340130103002","Block Group 2, Census Tract 103, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1482,1482,142,1310,0,20,0,0,10,1098,135,560,213,172,18,0,0,71,0,71,933,650,283,92535,,,,,,,,,,92535,,,,,
"340130103003","Block Group 3, Census Tract 103, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,516,516,33,483,0,0,0,0,0,438,0,228,181,11,18,0,0,0,0,0,343,306,37,49732,,,,,,,,,,49732,,,,,
"340130103004","Block Group 4, Census Tract 103, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,911,911,22,577,0,28,0,188,96,616,29,244,156,126,61,0,0,23,0,23,514,489,25,85379,,,,,,,,,,85379,,,,,
"340130104001","Block Group 1, Census Tract 104, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,858,858,0,858,0,0,0,0,0,757,51,206,236,204,28,32,0,0,0,0,443,435,8,44527,,,,,,,,,,44527,,,,,
"340130104002","Block Group 2, Census Tract 104, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1058,1058,19,781,0,0,0,188,70,799,174,365,135,105,20,0,0,60,0,60,580,534,46,68840,,,,,,,,,,68840,,,,,
"340130104003","Block Group 3, Census Tract 104, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,2531,2531,10,2382,0,0,0,107,32,1640,321,353,497,287,170,0,12,60,2,58,1663,1487,176,57004,,,,,,,,,,57004,,,,,
"340130105001","Block Group 1, Census Tract 105, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1327,1327,36,1078,0,0,0,116,97,1016,11,463,203,329,10,0,0,0,0,0,715,653,62,77480,,,,,,,,,,77480,,,,,
"340130105002","Block Group 2, Census Tract 105, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,2433,2433,88,2068,0,0,0,271,6,1573,219,716,419,186,17,0,16,0,0,0,1099,915,184,44834,,,,,,,,,,44834,,,,,
"340130105003","Block Group 3, Census Tract 105, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1399,1399,11,1333,0,0,0,55,0,1026,72,405,269,259,11,0,10,13,0,13,851,726,125,65650,,,,,,,,,,65650,,,,,
"340130106001","Block Group 1, Census Tract 106, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1277,1277,4,1002,37,0,0,223,11,619,90,213,256,22,23,0,15,137,0,137,520,371,149,59601,,,,,,,,,,59601,,,,,
"340130106002","Block Group 2, Census Tract 106, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,950,950,22,627,0,0,0,0,301,794,156,203,203,193,39,0,0,37,0,37,472,451,21,73235,,,,,,,,,,73235,,,,,
"340130106003","Block Group 3, Census Tract 106, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,3442,3442,43,2563,0,140,0,546,150,2137,349,580,871,199,138,0,0,67,0,67,1716,1513,203,46739,,,,,,,,,,46739,,,,,
"340130107001","Block Group 1, Census Tract 107, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2175,2175,197,1422,0,0,0,403,153,1443,192,465,534,163,72,0,17,93,0,93,1155,914,241,59857,,,,,,,,,,59857,,,,,
"340130107002","Block Group 2, Census Tract 107, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1170,1170,29,1106,0,0,0,19,16,987,116,297,388,125,0,61,0,0,0,0,767,568,199,,,,,,,,,,,,,,,,
"340130107003","Block Group 3, Census Tract 107, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1172,1172,0,449,0,33,0,0,690,559,87,299,58,115,0,0,0,233,0,233,569,569,0,,,,,,,,,,,,,,,,
"340130108001","Block Group 1, Census Tract 108, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1289,1289,0,702,0,0,0,467,120,679,76,360,118,82,43,0,0,66,0,66,512,437,75,46813,,,,,,,,,,46813,,,,,
"340130108002","Block Group 2, Census Tract 108, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1556,1556,11,1349,0,0,0,196,0,985,167,408,263,113,13,21,0,143,0,143,757,653,104,77404,,,,,,,,,,77404,,,,,
"340130109001","Block Group 1, Census Tract 109, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,781,781,62,538,0,3,0,119,59,445,144,115,111,49,26,0,0,0,0,0,241,241,0,24000,,,,,,,,,,24000,,,,,
"340130109002","Block Group 2, Census Tract 109, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,48,48,0,48,0,0,0,0,0,32,0,14,0,18,0,0,0,0,0,0,32,32,0,,,,,,,,,,,,,,,,
"340130109003","Block Group 3, Census Tract 109, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,444,444,0,178,0,0,0,266,0,235,111,82,42,0,0,0,0,21,0,21,209,188,21,,,,,,,,,,,,,,,,
"340130109004","Block Group 4, Census Tract 109, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"010900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1214,1214,12,916,0,48,0,188,50,901,147,226,317,128,30,53,0,12,0,12,515,483,32,54722,,,,,,,,,,54722,,,,,
"340130111001","Block Group 1, Census Tract 111, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1823,1823,120,1305,0,32,0,331,35,1528,509,303,559,84,51,0,22,29,0,29,781,632,149,15973,,,,,,,,,,15973,,,,,
"340130111002","Block Group 2, Census Tract 111, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1842,1842,34,1593,0,23,0,61,131,1023,57,339,387,214,11,15,0,35,0,35,976,871,105,61034,,,,,,,,,,61034,,,,,
"340130112001","Block Group 1, Census Tract 112, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,724,724,19,705,0,0,0,0,0,627,55,333,213,12,14,0,0,52,52,0,433,348,85,26083,,,,,,,,,,26083,,,,,
"340130112002","Block Group 2, Census Tract 112, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1456,1456,6,1295,0,0,0,148,7,1077,81,253,339,330,50,0,24,45,0,45,760,735,25,81339,,,,,,,,,,81339,,,,,
"340130112003","Block Group 3, Census Tract 112, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,654,654,91,332,0,0,0,61,170,547,98,142,204,91,12,0,0,34,0,34,404,404,0,67679,,,,,,,,,,67679,,,,,
"340130113001","Block Group 1, Census Tract 113, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,766,766,32,734,0,0,0,0,0,691,64,61,527,39,0,0,0,0,0,0,303,242,61,57452,,,,,,,,,,57452,,,,,
"340130113002","Block Group 2, Census Tract 113, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,494,494,34,460,0,0,0,0,0,302,34,143,25,50,0,50,0,19,0,19,315,248,67,,,,,,,,,,,,,,,,
"340130113003","Block Group 3, Census Tract 113, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,2925,2925,77,2737,0,54,0,0,57,1954,224,688,628,357,26,31,0,100,1,99,1785,1564,221,54706,,,,,,,,,,54706,,,,,
"340130114001","Block Group 1, Census Tract 114, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,726,726,82,639,0,5,0,0,0,657,61,137,80,183,172,18,6,0,0,0,275,275,0,99407,,,,,,,,,,99407,,,,,
"340130114002","Block Group 2, Census Tract 114, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,2318,2318,39,2268,0,4,0,0,7,1422,36,230,547,514,55,40,0,61,0,61,1232,1182,50,121667,,,,,,,,,,121667,,,,,
"340130114003","Block Group 3, Census Tract 114, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1732,1732,0,1288,72,217,0,88,67,1248,165,476,268,184,109,23,23,50,0,50,1250,1120,130,61685,,,,,,,,,,61685,,,,,
"340130115001","Block Group 1, Census Tract 115, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,675,675,15,525,0,0,0,53,82,451,63,180,152,22,34,0,0,56,0,56,409,361,48,72260,,,,,,,,,,72260,,,,,
"340130115002","Block Group 2, Census Tract 115, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1747,1747,2,1673,0,43,0,8,21,1083,132,354,454,84,43,6,10,225,16,209,993,866,127,64886,,,,,,,,,,64886,,,,,
"340130116001","Block Group 1, Census Tract 116, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1247,1247,32,934,0,0,0,0,281,776,130,244,208,170,24,0,0,86,0,86,644,499,145,62674,,,,,,,,,,62674,,,,,
"340130116002","Block Group 2, Census Tract 116, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,2202,2202,19,1762,0,0,40,267,114,1078,83,375,496,77,47,0,0,95,0,95,1105,931,174,63250,,,,,,,,,,63250,,,,,
"340130117001","Block Group 1, Census Tract 117, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,834,834,0,759,0,0,0,75,0,673,134,163,188,55,123,10,0,45,0,45,512,480,32,58140,,,,,,,,,,58140,,,,,
"340130117002","Block Group 2, Census Tract 117, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,619,619,12,479,0,0,0,0,128,396,6,65,237,62,26,0,0,0,0,0,286,226,60,,,,,,,,,,,,,,,,
"340130117003","Block Group 3, Census Tract 117, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,866,866,0,866,0,0,0,0,0,523,136,226,98,36,27,0,0,0,0,0,354,354,0,64975,,,,,,,,,,64975,,,,,
"340130117004","Block Group 4, Census Tract 117, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,864,864,75,770,0,0,0,19,0,821,147,310,209,121,24,10,0,43,0,43,688,631,57,58504,,,,,,,,,,58504,,,,,
"340130118001","Block Group 1, Census Tract 118, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,836,836,0,825,0,0,0,0,11,480,40,172,161,75,24,0,8,73,0,73,422,364,58,56845,,,,,,,,,,56845,,,,,
"340130118002","Block Group 2, Census Tract 118, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1906,1906,27,1459,0,0,0,137,283,1026,90,391,244,205,96,0,0,118,0,118,774,708,66,90404,,,,,,,,,,90404,,,,,
"340130119001","Block Group 1, Census Tract 119, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1052,1052,36,779,0,73,0,103,61,775,76,278,212,90,110,9,0,68,0,68,496,425,71,38429,,,,,,,,,,38429,,,,,
"340130119002","Block Group 2, Census Tract 119, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"011900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,791,791,172,544,29,46,0,0,0,546,189,128,120,79,21,9,0,80,0,80,447,420,27,62222,,,,,,,,,,62222,,,,,
"340130120001","Block Group 1, Census Tract 120, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"012000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1787,1787,411,843,0,0,0,0,533,1013,49,642,276,46,0,0,0,66,0,66,902,848,54,80089,,,,,,,,,,80089,,,,,
"340130120002","Block Group 2, Census Tract 120, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"012000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1141,1141,0,1141,0,0,0,0,0,878,163,92,171,372,80,0,0,0,0,0,435,435,0,,,,,,,,,,,,,,,,
