Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008,SE_A12003_001,SE_A12003_002,SE_A12003_003,SE_A17005_001,SE_A17005_002,SE_A17005_003,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A14006_001,SE_A06001_001,SE_A06001_002,SE_A06001_003,SE_A06001_004,SE_A06001_005
"340130143002","Block Group 2, Census Tract 143, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1562,1562,810,132,0,26,0,256,338,995,349,234,228,120,46,18,0,56,0,56,646,603,43,70481,,,,,,,,,,70481,,,,,
"340130143003","Block Group 3, Census Tract 143, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1206,1206,297,222,0,11,0,472,204,738,73,520,78,54,13,0,0,46,0,46,915,707,208,100816,,,,,,,,,,100816,,,,,
"340130143004","Block Group 4, Census Tract 143, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,689,689,133,97,0,173,0,209,77,479,81,117,196,52,33,0,0,38,0,38,440,387,53,52009,,,,,,,,,,52009,,,,,
"340130143005","Block Group 5, Census Tract 143, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014300","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5",,,,1001,1001,509,16,0,21,0,455,0,750,96,184,274,156,24,0,16,9,0,9,681,681,0,128788,,,,,,,,,,128788,,,,,
"340130144001","Block Group 1, Census Tract 144, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2473,2473,1127,38,0,335,0,862,111,1650,276,536,584,195,59,0,0,208,0,208,1643,1510,133,67877,,,,,,,,,,67877,,,,,
"340130144002","Block Group 2, Census Tract 144, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,550,550,217,48,0,11,0,60,214,336,150,106,13,52,15,0,0,70,0,70,283,273,10,61875,,,,,,,,,,61875,,,,,
"340130144003","Block Group 3, Census Tract 144, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,845,845,423,180,10,0,0,194,38,562,31,193,156,162,11,0,9,38,0,38,434,383,51,47008,,,,,,,,,,47008,,,,,
"340130145001","Block Group 1, Census Tract 145, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2072,2072,887,23,0,40,0,573,549,1576,270,607,448,201,25,0,25,59,0,59,1094,912,182,79941,,,,,,,,,,79941,,,,,
"340130145002","Block Group 2, Census Tract 145, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,710,710,360,54,0,15,0,178,103,545,46,189,122,121,67,0,0,58,0,58,391,391,0,,,,,,,,,,,,,,,,
"340130145003","Block Group 3, Census Tract 145, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,635,635,361,29,0,2,0,174,69,418,35,180,121,13,67,0,2,37,0,37,329,294,35,52750,,,,,,,,,,52750,,,,,
"340130145004","Block Group 4, Census Tract 145, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,702,702,352,123,0,50,0,83,94,507,78,102,161,155,0,0,11,12,0,12,478,436,42,66014,,,,,,,,,,66014,,,,,
"340130146001","Block Group 1, Census Tract 146, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,936,936,594,0,0,62,0,136,144,767,60,273,104,214,116,0,0,48,0,48,563,473,90,90074,,,,,,,,,,90074,,,,,
"340130146002","Block Group 2, Census Tract 146, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,860,860,691,0,0,76,0,13,80,682,99,215,94,191,27,56,0,30,0,30,624,568,56,60625,,,,,,,,,,60625,,,,,
"340130146003","Block Group 3, Census Tract 146, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,551,551,266,154,0,44,0,87,0,422,35,78,194,84,18,13,0,9,9,0,360,354,6,97083,,,,,,,,,,97083,,,,,
"340130146004","Block Group 4, Census Tract 146, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,2765,2765,863,553,0,44,0,985,320,1760,152,422,609,448,115,14,0,77,1,76,1782,1530,252,90119,,,,,,,,,,90119,,,,,
"340130147001","Block Group 1, Census Tract 147, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2277,2277,1269,375,0,98,0,383,152,1574,150,615,439,315,41,14,0,164,53,111,1068,816,252,56875,,,,,,,,,,56875,,,,,
"340130147002","Block Group 2, Census Tract 147, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,701,701,423,54,20,101,0,0,103,701,59,163,197,143,101,38,0,0,0,0,439,395,44,88813,,,,,,,,,,88813,,,,,
"340130147003","Block Group 3, Census Tract 147, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1720,1720,787,118,0,212,0,543,60,1106,151,242,482,78,69,84,0,214,0,214,699,669,30,85625,,,,,,,,,,85625,,,,,
"340130147004","Block Group 4, Census Tract 147, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1363,1363,807,277,0,279,0,0,0,811,122,401,163,57,45,23,0,122,0,122,745,710,35,,,,,,,,,,,,,,,,
"340130147005","Block Group 5, Census Tract 147, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014700","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5",,,,616,616,162,337,0,20,0,23,74,303,84,90,48,35,23,0,23,54,0,54,146,146,0,,,,,,,,,,,,,,,,
"340130148001","Block Group 1, Census Tract 148, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,467,467,406,25,0,27,0,1,8,348,11,97,40,145,45,9,1,53,0,53,294,294,0,147639,,,,,,,,,,147639,,,,,
"340130148002","Block Group 2, Census Tract 148, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,997,997,308,463,0,172,0,20,34,619,16,47,91,244,183,23,15,10,0,10,504,494,10,153621,,,,,,,,,,153621,,,,,
"340130148003","Block Group 3, Census Tract 148, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,771,771,547,17,0,203,0,0,4,510,0,37,73,171,148,12,69,51,0,51,304,304,0,187065,,,,,,,,,,187065,,,,,
"340130148004","Block Group 4, Census Tract 148, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014800","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1300,1300,820,149,0,165,0,41,125,885,17,67,179,424,144,41,13,20,0,20,828,743,85,139000,,,,,,,,,,139000,,,,,
"340130149001","Block Group 1, Census Tract 149, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1364,1364,1007,0,47,129,0,14,167,901,114,256,120,297,86,19,9,56,0,56,741,725,16,175724,,,,,,,,,,175724,,,,,
"340130149002","Block Group 2, Census Tract 149, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,971,971,689,13,0,94,0,62,113,715,23,199,186,259,48,0,0,42,0,42,509,490,19,161154,,,,,,,,,,161154,,,,,
"340130149003","Block Group 3, Census Tract 149, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1170,1170,479,4,62,125,0,8,492,743,49,76,139,369,89,12,9,0,0,0,631,577,54,198141,,,,,,,,,,198141,,,,,
"340130149004","Block Group 4, Census Tract 149, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,860,860,541,42,0,240,0,0,37,580,7,140,123,134,121,7,48,5,0,5,489,489,0,175217,,,,,,,,,,175217,,,,,
"340130149005","Block Group 5, Census Tract 149, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"014900","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5",,,,564,564,283,18,0,56,0,148,59,427,43,91,84,154,55,0,0,0,0,0,385,366,19,158000,,,,,,,,,,158000,,,,,
"340130150001","Block Group 1, Census Tract 150, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1850,1850,1213,156,0,169,0,70,242,1373,0,373,253,515,232,0,0,51,0,51,1070,1025,45,64153,,,,,,,,,,64153,,,,,
"340130150002","Block Group 2, Census Tract 150, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,956,956,613,14,0,53,0,126,150,675,20,88,95,330,93,33,16,13,0,13,540,471,69,155417,,,,,,,,,,155417,,,,,
"340130150003","Block Group 3, Census Tract 150, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,861,861,469,12,0,100,0,67,213,554,0,37,42,314,73,57,31,104,0,104,483,476,7,206250,,,,,,,,,,206250,,,,,
"340130151001","Block Group 1, Census Tract 151, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1699,1699,1255,83,0,54,0,186,121,1222,78,255,375,320,146,29,19,32,0,32,852,758,94,81875,,,,,,,,,,81875,,,,,
"340130151002","Block Group 2, Census Tract 151, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,782,782,367,224,0,36,0,8,147,594,73,49,56,365,29,14,8,29,0,29,475,475,0,164219,,,,,,,,,,164219,,,,,
"340130151003","Block Group 3, Census Tract 151, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,949,949,373,259,0,164,0,61,92,719,108,194,69,281,24,0,43,40,0,40,554,533,21,,,,,,,,,,,,,,,,
"340130151004","Block Group 4, Census Tract 151, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1529,1529,958,71,10,194,0,17,279,973,36,316,225,340,36,20,0,20,0,20,787,688,99,108869,,,,,,,,,,108869,,,,,
"340130152001","Block Group 1, Census Tract 152, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,969,969,678,106,0,51,0,42,92,621,47,262,176,45,37,54,0,56,0,56,368,325,43,68500,,,,,,,,,,68500,,,,,
"340130152002","Block Group 2, Census Tract 152, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,771,771,437,70,0,23,0,187,54,574,52,50,227,161,84,0,0,17,0,17,602,566,36,95908,,,,,,,,,,95908,,,,,
"340130152003","Block Group 3, Census Tract 152, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1448,1448,874,261,0,242,0,23,48,1263,89,315,231,287,229,72,40,48,0,48,1175,1124,51,93547,,,,,,,,,,93547,,,,,
"340130152004","Block Group 4, Census Tract 152, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1146,1146,624,273,0,20,0,50,179,812,99,220,250,208,35,0,0,21,0,21,568,495,73,65792,,,,,,,,,,65792,,,,,
"340130153001","Block Group 1, Census Tract 153, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,2005,2005,678,610,0,256,0,146,315,1450,65,318,347,565,131,13,11,28,14,14,1271,1233,38,74147,,,,,,,,,,74147,,,,,
"340130153002","Block Group 2, Census Tract 153, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,935,935,506,66,0,119,0,182,62,644,50,137,144,198,82,22,11,15,0,15,479,451,28,102692,,,,,,,,,,102692,,,,,
"340130154001","Block Group 1, Census Tract 154, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,687,687,397,168,0,0,0,0,122,518,0,130,82,192,67,47,0,17,0,17,577,496,81,79201,,,,,,,,,,79201,,,,,
"340130154002","Block Group 2, Census Tract 154, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,2386,2386,1569,203,0,100,0,214,300,1637,86,377,406,508,152,55,53,205,0,205,1413,1211,202,111893,,,,,,,,,,111893,,,,,
"340130154003","Block Group 3, Census Tract 154, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1307,1307,382,724,0,5,0,118,78,859,40,200,231,243,127,18,0,128,0,128,786,739,47,66842,,,,,,,,,,66842,,,,,
"340130154004","Block Group 4, Census Tract 154, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,2003,2003,714,698,3,295,0,73,220,1136,79,269,95,462,133,80,18,360,0,360,1045,878,167,70000,,,,,,,,,,70000,,,,,
"340130155001","Block Group 1, Census Tract 155, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,775,775,332,68,0,0,0,42,333,543,24,80,249,91,94,5,0,10,0,10,418,414,4,137750,,,,,,,,,,137750,,,,,
"340130155002","Block Group 2, Census Tract 155, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1081,1081,584,221,0,38,0,51,187,735,79,237,165,250,4,0,0,67,0,67,682,611,71,,,,,,,,,,,,,,,,
"340130155003","Block Group 3, Census Tract 155, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1141,1141,373,430,21,0,0,260,57,886,14,231,268,102,250,6,15,41,0,41,742,742,0,74265,,,,,,,,,,74265,,,,,
"340130155004","Block Group 4, Census Tract 155, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015500","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1152,1152,643,87,0,259,0,33,130,967,129,190,229,319,100,0,0,34,0,34,599,592,7,90800,,,,,,,,,,90800,,,,,
"340130156001","Block Group 1, Census Tract 156, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,901,901,281,438,0,70,0,42,70,733,78,24,207,287,137,0,0,0,0,0,596,582,14,53783,,,,,,,,,,53783,,,,,
"340130156002","Block Group 2, Census Tract 156, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1134,1134,572,238,0,16,0,176,132,745,38,181,104,251,135,31,5,14,0,14,695,628,67,155667,,,,,,,,,,155667,,,,,
"340130156003","Block Group 3, Census Tract 156, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,794,794,382,364,0,0,0,0,48,641,19,116,55,307,144,0,0,0,0,0,522,476,46,106432,,,,,,,,,,106432,,,,,
"340130156004","Block Group 4, Census Tract 156, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1727,1727,896,646,0,7,0,43,135,1371,58,264,393,443,118,95,0,0,0,0,1261,1186,75,74921,,,,,,,,,,74921,,,,,
"340130157001","Block Group 1, Census Tract 157, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1182,1182,714,177,0,79,0,192,20,874,194,341,104,79,105,51,0,28,28,0,617,617,0,76563,,,,,,,,,,76563,,,,,
"340130157002","Block Group 2, Census Tract 157, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,1522,1522,256,707,0,310,0,18,231,1018,28,177,248,381,49,100,35,152,0,152,1000,865,135,86771,,,,,,,,,,86771,,,,,
"340130158001","Block Group 1, Census Tract 158, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1042,1042,686,124,0,24,0,105,103,813,144,341,171,130,13,14,0,30,0,30,526,513,13,97432,,,,,,,,,,97432,,,,,
"340130158002","Block Group 2, Census Tract 158, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,823,823,430,263,0,35,0,0,95,597,81,137,120,153,83,0,23,42,0,42,548,495,53,119479,,,,,,,,,,119479,,,,,
"340130158003","Block Group 3, Census Tract 158, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,2437,2437,821,688,0,149,0,346,433,1607,107,545,318,373,188,53,23,0,0,0,1591,1482,109,66553,,,,,,,,,,66553,,,,,
"340130159001","Block Group 1, Census Tract 159, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1566,1566,234,161,0,495,0,663,13,923,143,216,336,195,0,33,0,86,0,86,897,862,35,64732,,,,,,,,,,64732,,,,,
"340130159002","Block Group 2, Census Tract 159, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,768,768,177,128,0,68,0,288,107,618,34,238,138,76,0,25,107,0,0,0,464,400,64,,,,,,,,,,,,,,,,
"340130159003","Block Group 3, Census Tract 159, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,2565,2565,708,965,0,65,0,495,332,1492,299,331,318,350,194,0,0,241,0,241,1458,1371,87,74419,,,,,,,,,,74419,,,,,
"340130159004","Block Group 4, Census Tract 159, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"015900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,1281,1281,648,481,0,95,0,25,32,880,134,209,176,234,72,19,36,56,0,56,934,842,92,81292,,,,,,,,,,81292,,,,,
"340130160001","Block Group 1, Census Tract 160, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,877,877,751,0,0,28,0,0,98,598,0,0,11,161,287,121,18,0,0,0,447,435,12,250001,,,,,,,,,,250001,,,,,
"340130160002","Block Group 2, Census Tract 160, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,868,868,627,0,0,120,0,64,57,543,15,16,105,183,132,82,10,68,0,68,383,369,14,246518,,,,,,,,,,246518,,,,,
"340130160003","Block Group 3, Census Tract 160, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,921,921,921,0,0,0,0,0,0,564,0,87,0,289,120,32,36,23,0,23,482,482,0,250001,,,,,,,,,,250001,,,,,
"340130160004","Block Group 4, Census Tract 160, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016000","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,812,812,545,66,0,102,0,0,99,506,0,0,17,315,123,34,17,58,0,58,375,375,0,151903,,,,,,,,,,151903,,,,,
"340130160005","Block Group 5, Census Tract 160, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016000","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5",,,,1054,1054,854,79,0,0,0,18,103,603,13,34,103,158,251,44,0,204,0,204,586,570,16,149135,,,,,,,,,,149135,,,,,
"340130160006","Block Group 6, Census Tract 160, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016000","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6",,,,1581,1581,1442,0,0,26,0,0,113,817,0,39,41,494,192,13,38,33,0,33,640,621,19,250001,,,,,,,,,,250001,,,,,
"340130160007","Block Group 7, Census Tract 160, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016000","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 7",,,,1684,1684,972,62,0,144,0,23,483,1163,0,232,149,371,203,46,162,33,0,33,1103,917,186,209239,,,,,,,,,,209239,,,,,
"340130161001","Block Group 1, Census Tract 161, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,983,983,775,26,0,67,0,16,99,691,2,45,2,296,187,136,23,48,0,48,568,473,95,250001,,,,,,,,,,250001,,,,,
"340130161002","Block Group 2, Census Tract 161, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,877,877,603,49,0,87,0,1,137,503,2,54,80,174,121,17,55,85,0,85,437,410,27,176964,,,,,,,,,,176964,,,,,
"340130161003","Block Group 3, Census Tract 161, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1375,1375,1250,26,0,29,19,0,51,902,68,0,239,228,174,12,181,125,6,119,543,518,25,209244,,,,,,,,,,209244,,,,,
"340130161004","Block Group 4, Census Tract 161, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,700,700,347,250,0,37,0,0,66,291,22,5,41,67,93,19,44,110,0,110,245,231,14,250001,,,,,,,,,,250001,,,,,
"340130162001","Block Group 1, Census Tract 162, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,1246,1246,853,47,0,94,0,144,108,863,0,24,101,295,282,144,17,25,0,25,738,663,75,208542,,,,,,,,,,208542,,,,,
"340130162002","Block Group 2, Census Tract 162, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,776,776,592,56,0,45,0,0,83,436,27,18,27,100,148,100,16,34,0,34,437,407,30,250001,,,,,,,,,,250001,,,,,
"340130162003","Block Group 3, Census Tract 162, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,673,673,457,12,0,35,0,16,153,417,0,0,70,192,110,0,45,53,0,53,349,349,0,250001,,,,,,,,,,250001,,,,,
"340130162004","Block Group 4, Census Tract 162, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,991,991,972,0,0,4,0,0,15,569,0,11,90,214,127,85,42,85,0,85,498,498,0,250001,,,,,,,,,,250001,,,,,
"340130163001","Block Group 1, Census Tract 163, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1",,,,490,490,411,66,0,0,0,0,13,360,0,10,34,131,101,79,5,0,0,0,262,256,6,246429,,,,,,,,,,246429,,,,,
"340130163002","Block Group 2, Census Tract 163, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2",,,,928,928,435,29,0,180,0,39,245,625,0,0,18,129,240,208,30,75,0,75,450,450,0,147031,,,,,,,,,,147031,,,,,
"340130163003","Block Group 3, Census Tract 163, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3",,,,1299,1299,1217,82,0,0,0,0,0,892,14,44,84,338,328,29,55,17,0,17,746,690,56,230833,,,,,,,,,,230833,,,,,
"340130163004","Block Group 4, Census Tract 163, Essex County, New Jersey","nj","150","00",,,,"34","013",,,"016300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4",,,,920,920,711,0,9,19,0,10,171,542,0,15,48,221,205,32,21,28,0,28,486,444,42,250001,,,,,,,,,,250001,,,,,
